Date,WORLD Standard (Large+Mid Cap) 
"Mar 13, 2019","2,095.667"
"Mar 14, 2019","2,096.325"
"Mar 15, 2019","2,108.779"
"Mar 18, 2019","2,117.989"
"Mar 19, 2019","2,120.435"
"Mar 20, 2019","2,112.046"
"Mar 21, 2019","2,127.930"
"Mar 22, 2019","2,094.812"
"Mar 25, 2019","2,087.057"
"Mar 26, 2019","2,102.621"
"Mar 27, 2019","2,094.018"
"Mar 28, 2019","2,095.175"
"Mar 29, 2019","2,107.742"
"Apr 01, 2019","2,131.794"
"Apr 02, 2019","2,131.712"
"Apr 03, 2019","2,143.022"
"Apr 04, 2019","2,142.750"
"Apr 05, 2019","2,149.848"
"Apr 08, 2019","2,152.895"
"Apr 09, 2019","2,143.196"
"Apr 10, 2019","2,147.987"
"Apr 11, 2019","2,147.611"
"Apr 12, 2019","2,159.393"
"Apr 15, 2019","2,161.144"
"Apr 16, 2019","2,163.084"
"Apr 17, 2019","2,160.939"
"Apr 18, 2019","2,160.206"
"Apr 19, 2019","2,160.359"
"Apr 22, 2019","2,161.579"
"Apr 23, 2019","2,174.392"
"Apr 24, 2019","2,168.809"
"Apr 25, 2019","2,165.363"
"Apr 26, 2019","2,173.816"
"Apr 29, 2019","2,175.589"
"Apr 30, 2019","2,178.674"
"May 01, 2019","2,170.033"
"May 02, 2019","2,161.114"
"May 03, 2019","2,177.767"
"May 06, 2019","2,166.656"
"May 07, 2019","2,135.494"
"May 08, 2019","2,131.898"
"May 09, 2019","2,119.308"
"May 10, 2019","2,126.320"
"May 13, 2019","2,086.456"
"May 14, 2019","2,098.758"
"May 15, 2019","2,110.396"
"May 16, 2019","2,126.059"
"May 17, 2019","2,116.505"
"May 20, 2019","2,104.644"
"May 21, 2019","2,117.661"
"May 22, 2019","2,111.784"
"May 23, 2019","2,087.457"
"May 24, 2019","2,095.025"
"May 27, 2019","2,096.429"
